run,slug,path,bucket,proposed_action,has_data_dir,has_figures_dir,has_figure_notes,has_readme,has_manifest,file_count,image_file_count,size_bytes
661,commit_pr_summary_candidate_confidence_audit_refresh,outputs/experiments/661_commit_pr_summary_candidate_confidence_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9255
662,next_action_queue_candidate_confidence_audit_refresh,outputs/experiments/662_next_action_queue_candidate_confidence_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5362
663,candidate_confidence_row_sanitization_hardening,outputs/experiments/663_candidate_confidence_row_sanitization_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,3312
664,commit_pr_summary_candidate_row_sanitization_refresh,outputs/experiments/664_commit_pr_summary_candidate_row_sanitization_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9234
665,next_action_queue_candidate_row_sanitization_refresh,outputs/experiments/665_next_action_queue_candidate_row_sanitization_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5391
666,current_candidate_row_sanitization_state_audit,outputs/experiments/666_current_candidate_row_sanitization_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,4841
667,commit_pr_summary_candidate_row_sanitization_audit_refresh,outputs/experiments/667_commit_pr_summary_candidate_row_sanitization_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9235
668,next_action_queue_candidate_row_sanitization_audit_refresh,outputs/experiments/668_next_action_queue_candidate_row_sanitization_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5448
669,objective_diagnostic_nonfinite_confidence_smoke,outputs/experiments/669_objective_diagnostic_nonfinite_confidence_smoke,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,True,True,True,True,9,1,90891
670,commit_pr_summary_nonfinite_confidence_smoke_refresh,outputs/experiments/670_commit_pr_summary_nonfinite_confidence_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9621
671,next_action_queue_nonfinite_confidence_smoke_refresh,outputs/experiments/671_next_action_queue_nonfinite_confidence_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5660
672,current_nonfinite_confidence_smoke_state_audit,outputs/experiments/672_current_nonfinite_confidence_smoke_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,4981
673,commit_pr_summary_nonfinite_confidence_audit_refresh,outputs/experiments/673_commit_pr_summary_nonfinite_confidence_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,9574
674,next_action_queue_nonfinite_confidence_audit_refresh,outputs/experiments/674_next_action_queue_nonfinite_confidence_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,5662
675,coordinate_aggregate_row_sanitization_hardening,outputs/experiments/675_coordinate_aggregate_row_sanitization_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,3498
676,coordinate_aggregate_nonfinite_row_smoke,outputs/experiments/676_coordinate_aggregate_nonfinite_row_smoke,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,True,True,True,True,9,2,175196
677,commit_pr_summary_coordinate_aggregate_smoke_refresh,outputs/experiments/677_commit_pr_summary_coordinate_aggregate_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,20456
678,next_action_queue_coordinate_aggregate_smoke_refresh,outputs/experiments/678_next_action_queue_coordinate_aggregate_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,17762
679,current_coordinate_aggregate_smoke_state_audit,outputs/experiments/679_current_coordinate_aggregate_smoke_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,21582
680,commit_pr_summary_coordinate_aggregate_audit_refresh,outputs/experiments/680_commit_pr_summary_coordinate_aggregate_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,20638
681,next_action_queue_coordinate_aggregate_audit_refresh,outputs/experiments/681_next_action_queue_coordinate_aggregate_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,16999
682,current_state_archive_coverage_audit_refresh,outputs/experiments/682_current_state_archive_coverage_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,61485
683,commit_pr_summary_current_archive_coverage_refresh,outputs/experiments/683_commit_pr_summary_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,21188
684,next_action_queue_current_archive_coverage_refresh,outputs/experiments/684_next_action_queue_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,17461
685,imrad_manuscript_current_archive_coverage_validation_refresh,outputs/experiments/685_imrad_manuscript_current_archive_coverage_validation_refresh,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,4,0,18777
686,commit_pr_summary_current_manuscript_validation_refresh,outputs/experiments/686_commit_pr_summary_current_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,21126
687,next_action_queue_current_manuscript_validation_refresh,outputs/experiments/687_next_action_queue_current_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,18059
688,current_manuscript_archive_state_audit,outputs/experiments/688_current_manuscript_archive_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,23228
689,commit_pr_summary_current_manuscript_archive_audit_refresh,outputs/experiments/689_commit_pr_summary_current_manuscript_archive_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,21349
690,next_action_queue_current_manuscript_archive_audit_refresh,outputs/experiments/690_next_action_queue_current_manuscript_archive_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,17349
691,current_precommit_validation_after_manuscript_archive_refresh,outputs/experiments/691_current_precommit_validation_after_manuscript_archive_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,15419
692,commit_pr_summary_current_validation_refresh,outputs/experiments/692_commit_pr_summary_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,21778
693,next_action_queue_current_validation_refresh,outputs/experiments/693_next_action_queue_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,17682
694,coordinate_confidence_metadata_default_hardening,outputs/experiments/694_coordinate_confidence_metadata_default_hardening,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,False,False,True,True,3,0,16257
695,coordinate_aggregate_invalid_default_smoke,outputs/experiments/695_coordinate_aggregate_invalid_default_smoke,keep_report_dev_or_analysis,keep_in_place_or_link_from_report_dev_index,True,True,False,True,True,10,2,186504
696,commit_pr_summary_coordinate_default_smoke_refresh,outputs/experiments/696_commit_pr_summary_coordinate_default_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,22331
697,next_action_queue_coordinate_default_smoke_refresh,outputs/experiments/697_next_action_queue_coordinate_default_smoke_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,18585
698,current_coordinate_default_smoke_state_audit,outputs/experiments/698_current_coordinate_default_smoke_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,21990
699,commit_pr_summary_coordinate_default_audit_refresh,outputs/experiments/699_commit_pr_summary_coordinate_default_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,22876
700,next_action_queue_coordinate_default_audit_refresh,outputs/experiments/700_next_action_queue_coordinate_default_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,18741
701,current_coordinate_default_audit_refresh_state_audit,outputs/experiments/701_current_coordinate_default_audit_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,19935
702,current_precommit_validation_after_coordinate_default_audit_refresh,outputs/experiments/702_current_precommit_validation_after_coordinate_default_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,16231
703,commit_pr_summary_current_validation_after_coordinate_default_audit_refresh,outputs/experiments/703_commit_pr_summary_current_validation_after_coordinate_default_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,23609
704,next_action_queue_current_validation_after_coordinate_default_audit_refresh,outputs/experiments/704_next_action_queue_current_validation_after_coordinate_default_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,19569
705,current_validation_after_coordinate_default_audit_state_audit,outputs/experiments/705_current_validation_after_coordinate_default_audit_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,21157
706,code_self_review_current_validation_checkpoint,outputs/experiments/706_code_self_review_current_validation_checkpoint,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,17322
707,commit_pr_summary_current_review_refresh,outputs/experiments/707_commit_pr_summary_current_review_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,23965
708,next_action_queue_current_review_refresh,outputs/experiments/708_next_action_queue_current_review_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,19666
709,current_review_refresh_state_audit,outputs/experiments/709_current_review_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,20532
710,current_state_archive_coverage_audit_refresh,outputs/experiments/710_current_state_archive_coverage_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,73353
711,commit_pr_summary_current_archive_coverage_refresh,outputs/experiments/711_commit_pr_summary_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,24071
712,next_action_queue_current_archive_coverage_refresh,outputs/experiments/712_next_action_queue_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,20116
713,current_archive_coverage_refresh_state_audit,outputs/experiments/713_current_archive_coverage_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,21867
714,current_precommit_validation_after_archive_coverage_refresh,outputs/experiments/714_current_precommit_validation_after_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,7,0,18277
715,commit_pr_summary_current_validation_refresh,outputs/experiments/715_commit_pr_summary_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,24221
716,next_action_queue_current_validation_refresh,outputs/experiments/716_next_action_queue_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,20342
717,current_validation_refresh_state_audit,outputs/experiments/717_current_validation_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,22557
718,code_self_review_current_validation_refresh,outputs/experiments/718_code_self_review_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,17763
719,commit_pr_summary_current_review_refresh,outputs/experiments/719_commit_pr_summary_current_review_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,24559
720,next_action_queue_current_review_refresh,outputs/experiments/720_next_action_queue_current_review_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,20570
721,current_review_refresh_state_audit,outputs/experiments/721_current_review_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,21673
722,current_state_archive_coverage_audit_refresh,outputs/experiments/722_current_state_archive_coverage_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,67372
723,commit_pr_summary_current_archive_coverage_refresh,outputs/experiments/723_commit_pr_summary_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,24915
724,next_action_queue_current_archive_coverage_refresh,outputs/experiments/724_next_action_queue_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,20985
725,current_archive_coverage_refresh_state_audit,outputs/experiments/725_current_archive_coverage_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,22718
726,current_precommit_validation_after_archive_coverage_audit_refresh,outputs/experiments/726_current_precommit_validation_after_archive_coverage_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,7,0,19233
727,commit_pr_summary_current_validation_refresh,outputs/experiments/727_commit_pr_summary_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,25131
728,next_action_queue_current_validation_refresh,outputs/experiments/728_next_action_queue_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,21286
729,current_validation_refresh_state_audit,outputs/experiments/729_current_validation_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,23519
730,imrad_manuscript_current_validation_refresh,outputs/experiments/730_imrad_manuscript_current_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,23188
731,commit_pr_summary_current_manuscript_validation_refresh,outputs/experiments/731_commit_pr_summary_current_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,26065
732,next_action_queue_current_manuscript_validation_refresh,outputs/experiments/732_next_action_queue_current_manuscript_validation_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,False,False,False,True,True,3,0,22020
733,current_manuscript_validation_refresh_state_audit,outputs/experiments/733_current_manuscript_validation_refresh_state_audit,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,3,0,20999
734,current_state_archive_coverage_audit_refresh,outputs/experiments/734_current_state_archive_coverage_audit_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,73310
735,commit_pr_summary_current_archive_coverage_refresh,outputs/experiments/735_commit_pr_summary_current_archive_coverage_refresh,relocate_or_consolidate_admin_churn,candidate_move_to_outputs/experiment_admin_archive/535_735_with_compatibility_link,True,False,False,True,True,4,0,26497
